respondent_id,xyz_vaccine,seasonal_vaccine
41486,0.02,0.07
41487,0.25,0.55
41488,0.06,0.16
41490,0.07,0.67
41491,0.16,0.79
41492,0.09,0.31
41493,0.32,0.68
41494,0.04,0.84
41495,0.07,0.64
41497,0.07,0.4
41498,0.2,0.28
41499,0.24,0.5
41501,0.43,0.84
41503,0.43,0.58
41504,0.11,0.78
41505,0.08,0.47
41506,0.57,0.08
41507,0.04,0.06
41508,0.13,0.36
41509,0.12,0.17
41512,0.09,0.33
41513,0.57,0.65
41514,0.18,0.3
41516,0.09,0.88
41517,0.1,0.09
41518,0.39,0.48
41519,0.11,0.78
41520,0.16,0.27
41521,0.1,0.54
41522,0.09,0.33
41523,0.04,0.1
41525,0.07,0.76
41526,0.09,0.6
41527,0.16,0.27
41528,0.21,0.93
41529,0.36,0.78
41530,0.05,0.05
41531,0.34,0.64
41532,0.35,0.47
41533,0.58,0.76
41534,0.06,0.67
41535,0.15,0.35
41536,0.33,0.54
41537,0.41,0.61
41538,0.41,0.57
41539,0.06,0.66
41540,0.35,0.64
41541,0.58,0.91
41543,0.18,0.18
41545,0.1,0.46
41546,0.14,0.57
41547,0.17,0.72
41549,0.12,0.58
41550,0.16,0.57
41551,0.09,0.78
41552,0.35,0.36
41553,0.03,0.19
41554,0.77,0.81
41555,0.15,0.5
41556,0.48,0.62
41557,0.2,0.89
41558,0.83,0.91
41559,0.11,0.3
41560,0.09,0.09
41561,0.42,0.46
41562,0.18,0.18
41563,0.12,0.66
41564,0.56,0.13
41565,0.02,0.21
41567,0.18,0.52
41568,0.29,0.76
41569,0.09,0.2
41570,0.03,0.91
41571,0.08,0.17
41573,0.37,0.71
41574,0.02,0.07
41575,0.84,0.94
41576,0.79,0.62
41577,0.05,0.85
41578,0.09,0.25
41579,0.09,0.22
41580,0.18,0.78
41581,0.04,0.11
41583,0.11,0.42
41584,0.05,0.75
41585,0.06,0.08
41587,0.66,0.89
41588,0.45,0.3
41589,0.78,0.92
41590,0.08,0.25
41591,0.04,0.65
41592,0.22,0.68
41595,0.18,0.4
41596,0.52,0.87
41597,0.1,0.06
41598,0.89,0.97
41599,0.16,0.79
41600,0.13,0.62
41601,0.48,0.26
41602,0.03,0.39
41603,0.05,0.31
41604,0.69,0.92
41605,0.05,0.29
41606,0.14,0.05
41609,0.11,0.52
41610,0.11,0.18
41611,0.32,0.56
41612,0.23,0.4
41613,0.58,0.84
41614,0.61,0.8
41615,0.61,0.85
41616,0.73,0.87
41617,0.02,0.67
41618,0.87,0.98
41619,0.2,0.13
41620,0.09,0.18
41621,0.28,0.46
41622,0.61,0.76
41623,0.47,0.84
41624,0.6,0.47
41625,0.79,0.32
41627,0.11,0.21
41628,0.07,0.22
41629,0.1,0.22
41630,0.31,0.68
41631,0.61,0.85
41632,0.62,0.77
41633,0.1,0.22
41634,0.17,0.3
41635,0.43,0.61
41636,0.11,0.05
41637,0.13,0.17
41638,0.01,0.17
41639,0.13,0.75
41640,0.41,0.8
41641,0.58,0.62
41642,0.07,0.25
41643,0.13,0.32
41644,0.11,0.14
41645,0.04,0.94
41646,0.23,0.67
41650,0.52,0.86
41651,0.08,0.88
41652,0.74,0.88
41654,0.06,0.38
41657,0.11,0.46
41658,0.72,0.84
41659,0.23,0.44
41660,0.13,0.47
41661,0.54,0.87
41662,0.12,0.8
41664,0.62,0.79
41665,0.07,0.18
41666,0.21,0.83
41667,0.04,0.21
41668,0.11,0.18
41669,0.02,0.09
41670,0.12,0.28
41672,0.19,0.36
41674,0.08,0.21
41675,0.33,0.41
41676,0.06,0.33
41677,0.23,0.7
41678,0.08,0.14
41679,0.2,0.58
41680,0.12,0.26
41681,0.84,0.89
41682,0.03,0.28
41683,0.03,0.02
41684,0.1,0.26
41685,0.06,0.39
41686,0.08,0.26
41687,0.07,0.03
41688,0.03,0.17
41689,0.12,0.21
41691,0.53,0.92
41692,0.1,0.09
41693,0.37,0.13
41694,0.09,0.07
41695,0.26,0.81
41696,0.04,0.18
41697,0.06,0.17
41698,0.2,0.29
41699,0.19,0.11
41700,0.02,0.18
41701,0.47,0.7
41702,0.56,0.57
41703,0.21,0.09
41705,0.09,0.49
41706,0.81,0.95
41707,0.02,0.13
41708,0.05,0.28
41709,0.84,0.84
41710,0.34,0.35
41711,0.88,0.75
41713,0.14,0.9
41714,0.38,0.39
41715,0.11,0.28
41716,0.06,0.36
41718,0.06,0.2
41719,0.11,0.26
41720,0.37,0.62
41722,0.03,0.08
41723,0.03,0.94
41725,0.39,0.81
41726,0.02,0.1
41727,0.87,0.96
41728,0.03,0.03
41730,0.11,0.22
41731,0.01,0.27
41732,0.12,0.43
41733,0.22,0.66
41734,0.5,0.59
41735,0.15,0.34
41736,0.11,0.27
41737,0.08,0.13
41738,0.02,0.68
41739,0.18,0.23
41740,0.07,0.22
41743,0.06,0.76
41744,0.07,0.16
41745,0.08,0.18
41746,0.03,0.25
41747,0.72,0.5
41748,0.05,0.32
41749,0.11,0.18
41750,0.01,0.34
41751,0.76,0.89
41752,0.08,0.25
41753,0.06,0.18
41754,0.74,0.63
41755,0.02,0.15
41756,0.08,0.49
41757,0.32,0.47
41759,0.1,0.27
41760,0.11,0.09
41761,0.5,0.88
41764,0.09,0.14
41765,0.04,0.1
41767,0.08,0.94
41768,0.46,0.91
41769,0.09,0.36
41770,0.3,0.52
41771,0.13,0.18
41772,0.16,0.28
41774,0.7,0.8
41775,0.09,0.12
41776,0.11,0.26
41777,0.44,0.85
41780,0.05,0.25
41781,0.01,0.09
41782,0.05,0.07
41783,0.09,0.34
41784,0.08,0.05
41785,0.01,0.06
41786,0.01,0.18
41787,0.15,0.68
41788,0.16,0.14
41789,0.1,0.16
41790,0.33,0.95
41792,0.48,0.57
41793,0.09,0.22
41794,0.09,0.58
41795,0.03,0.07
41796,0.8,0.9
41797,0.1,0.27
41798,0.04,0.4
41799,0.56,0.86
41800,0.03,0.07
41802,0.07,0.14
41803,0.22,0.42
41804,0.21,0.92
41805,0.06,0.18
41806,0.16,0.5
41807,0.04,0.18
41808,0.06,0.33
41809,0.06,0.1
41810,0.45,0.32
41811,0.04,0.4
41812,0.07,0.24
41813,0.07,0.57
41814,0.06,0.38
41815,0.13,0.4
41816,0.03,0.05
41817,0.11,0.13
41818,0.03,0.73
41819,0.17,0.64
41820,0.06,0.21
41821,0.02,0.25
41822,0.18,0.19
41823,0.08,0.26
41825,0.06,0.37
41827,0.1,0.2
41828,0.17,0.93
41830,0.21,0.81
41834,0.16,0.57
41835,0.34,0.85
41836,0.56,0.25
41837,0.1,0.18
41838,0.06,0.11
41840,0.21,0.81
41841,0.1,0.58
41842,0.34,0.43
41843,0.07,0.78
41845,0.12,0.33
41846,0.02,0.31
41847,0.1,0.22
41848,0.39,0.84
41849,0.1,0.5
41850,0.09,0.29
41852,0.04,0.19
41853,0.01,0.17
41854,0.18,0.07
41855,0.25,0.69
41856,0.52,0.97
41857,0.17,0.14
41858,0.59,0.26
41859,0.75,0.3
41860,0.12,0.67
41861,0.19,0.59
41862,0.1,0.27
41863,0.11,0.56
41864,0.04,0.4
41865,0.39,0.81
41866,0.22,0.52
41867,0.89,0.83
41868,0.04,0.5
41869,0.2,0.36
41870,0.16,0.28
41871,0.13,0.64
41872,0.03,0.7
41873,0.4,0.5
41874,0.22,0.5
41875,0.06,0.84
41876,0.04,0.05
41877,0.14,0.04
41878,0.7,0.9
41879,0.08,0.77
41880,0.25,0.52
41881,0.12,0.17
41882,0.3,0.52
41883,0.13,0.43
41884,0.08,0.21
41885,0.18,0.52
41886,0.03,0.1
41887,0.31,0.67
41888,0.01,0.5
41889,0.03,0.16
41890,0.11,0.33
41891,0.08,0.18
41892,0.14,0.4
41893,0.23,0.71
41896,0.22,0.34
41898,0.08,0.27
41899,0.16,0.24
41900,0.44,0.56
41901,0.08,0.46
41902,0.24,0.67
41903,0.34,0.67
41906,0.16,0.44
41907,0.75,0.92
41908,0.09,0.06
41909,0.72,0.88
41910,0.61,0.8
41911,0.05,0.21
41912,0.03,0.05
41913,0.11,0.26
41914,0.25,0.7
41915,0.03,0.13
41917,0.05,0.15
41918,0.61,0.84
41919,0.03,0.22
41920,0.02,0.11
41921,0.11,0.64
41922,0.08,0.25
41923,0.03,0.66
41924,0.01,0.03
41925,0.12,0.26
41926,0.4,0.59
41928,0.18,0.52
41929,0.55,0.22
41930,0.34,0.79
41931,0.05,0.22
41932,0.34,0.85
41933,0.46,0.54
41934,0.19,0.49
41936,0.06,0.06
41937,0.52,0.95
41938,0.68,0.15
41939,0.08,0.25
41940,0.09,0.22
41941,0.89,0.97
41942,0.04,0.35
41943,0.16,0.5
41944,0.2,0.47
41945,0.55,0.75
41946,0.06,0.13
41948,0.1,0.22
41949,0.01,0.21
41950,0.51,0.6
41951,0.14,0.66
41952,0.04,0.27
41953,0.07,0.73
41954,0.13,0.26
41956,0.19,0.59
41957,0.1,0.15
41958,0.62,0.93
41959,0.21,0.86
41960,0.07,0.53
41961,0.84,0.73
41962,0.22,0.22
41963,0.11,0.52
41964,0.19,0.73
41966,0.11,0.72
41967,0.02,0.19
41968,0.07,0.17
41969,0.22,0.17
41970,0.07,0.11
41971,0.71,0.9
41972,0.08,0.57
41973,0.2,0.85
41974,0.1,0.45
41975,0.17,0.4
41976,0.14,0.91
41977,0.1,0.03
41978,0.08,0.05
41980,0.09,0.86
41981,0.08,0.14
41984,0.12,0.67
41986,0.12,0.5
41987,0.82,0.89
41988,0.02,0.26
41989,0.58,0.15
41990,0.1,0.59
41991,0.19,0.59
41992,0.13,0.94
41993,0.07,0.16
41994,0.08,0.22
41995,0.58,0.62
41996,0.09,0.56
41997,0.03,0.27
41998,0.14,0.27
41999,0.17,0.47
42001,0.15,0.7
42002,0.01,0.04
42003,0.03,0.11
42004,0.3,0.16
42005,0.49,0.43
42006,0.49,0.69
42007,0.23,0.82
42008,0.06,0.28
42009,0.1,0.66
42010,0.1,0.78
42011,0.06,0.26
42012,0.05,0.11
42013,0.26,0.91
42014,0.26,0.58
42016,0.04,0.93
42017,0.24,0.89
42018,0.24,0.05
42019,0.56,0.62
42022,0.87,0.95
42023,0.14,0.51
42024,0.03,0.13
42025,0.3,0.72
42026,0.46,0.66
42027,0.14,0.85
42028,0.1,0.51
42029,0.08,0.25
42030,0.07,0.22
42031,0.12,0.39
42032,0.84,0.89
42033,0.38,0.36
42034,0.17,0.58
42035,0.05,0.03
42036,0.09,0.45
42037,0.09,0.35
42038,0.08,0.76
42039,0.1,0.26
42040,0.38,0.88
42041,0.69,0.96
42042,0.06,0.34
42043,0.16,0.24
42045,0.4,0.58
42047,0.1,0.57
42049,0.52,0.63
42050,0.11,0.56
42051,0.37,0.79
42052,0.19,0.28
42053,0.06,0.28
42054,0.18,0.81
42055,0.81,0.95
42056,0.08,0.36
42057,0.06,0.7
42058,0.38,0.81
42059,0.09,0.25
42060,0.19,0.58
42061,0.03,0.05
42062,0.02,0.18
42063,0.47,0.21
42064,0.15,0.43
42065,0.7,0.73
42066,0.03,0.12
42067,0.03,0.55
42068,0.26,0.4
42070,0.09,0.26
42071,0.05,0.05
42072,0.19,0.79
42073,0.08,0.58
42074,0.13,0.26
42076,0.12,0.79
42077,0.09,0.27
42078,0.65,0.88
42079,0.11,0.08
42080,0.21,0.53
42083,0.02,0.68
42084,0.54,0.67
42085,0.33,0.28
42086,0.39,0.48
42088,0.09,0.5
42089,0.03,0.91
42090,0.06,0.35
42091,0.06,0.25
42092,0.1,0.21
42093,0.4,0.59
42094,0.17,0.35
42095,0.06,0.19
42096,0.03,0.1
42097,0.02,0.06
42098,0.4,0.61
42099,0.1,0.22
42100,0.89,0.91
42101,0.52,0.23
42102,0.1,0.37
42103,0.14,0.33
42106,0.01,0.01
42107,0.06,0.19
42108,0.41,0.91
42109,0.54,0.84
42112,0.04,0.03
42113,0.23,0.77
42114,0.07,0.2
42115,0.1,0.07
42116,0.11,0.92
42117,0.03,0.08
42118,0.64,0.88
42119,0.16,0.73
42120,0.12,0.5
42121,0.31,0.37
42122,0.04,0.22
42123,0.05,0.56
42124,0.48,0.74
42125,0.8,0.96
42126,0.11,0.82
42127,0.39,0.86
42128,0.11,0.7
42129,0.09,0.37
42130,0.43,0.84
42131,0.05,0.32
42132,0.09,0.03
42135,0.12,0.26
42136,0.28,0.65
42137,0.47,0.74
42138,0.28,0.84
42139,0.12,0.32
42140,0.03,0.11
42141,0.14,0.24
42142,0.09,0.03
42143,0.1,0.14
42145,0.05,0.22
42146,0.07,0.66
42147,0.36,0.72
42148,0.28,0.95
42149,0.08,0.28
42150,0.15,0.71
42151,0.18,0.89
42152,0.13,0.36
42153,0.33,0.27
42154,0.77,0.94
42155,0.03,0.4
42156,0.05,0.22
42157,0.27,0.59
42158,0.13,0.34
42159,0.02,0.06
42160,0.16,0.34
42162,0.1,0.41
42163,0.11,0.78
42164,0.06,0.21
42165,0.03,0.13
42166,0.1,0.26
42167,0.13,0.22
42168,0.09,0.34
42169,0.12,0.22
42171,0.78,0.58
42172,0.01,0.05
42173,0.04,0.1
42175,0.03,0.02
42176,0.34,0.29
42177,0.03,0.63
42178,0.1,0.33
42179,0.07,0.07
42180,0.11,0.53
42181,0.39,0.26
42182,0.07,0.06
42183,0.1,0.08
42185,0.35,0.73
42186,0.34,0.55
42188,0.12,0.22
42190,0.13,0.62
42191,0.13,0.94
42192,0.02,0.01
42193,0.9,0.96
42194,0.12,0.11
42195,0.35,0.62
42196,0.21,0.43
42197,0.1,0.58
42198,0.15,0.64
42199,0.39,0.63
42200,0.09,0.17
42201,0.09,0.86
42202,0.33,0.5
42203,0.08,0.33
42204,0.47,0.89
42205,0.26,0.2
42206,0.2,0.07
42207,0.12,0.51
42208,0.04,0.06
42209,0.1,0.4
42210,0.05,0.18
42212,0.16,0.59
42213,0.09,0.08
42214,0.03,0.85
42215,0.16,0.24
42216,0.11,0.47
42218,0.02,0.04
42219,0.04,0.1
42220,0.18,0.29
42221,0.08,0.17
42222,0.19,0.5
42223,0.1,0.64
42224,0.11,0.32
42225,0.42,0.78
42226,0.05,0.9
42227,0.16,0.3
42228,0.19,0.53
42229,0.02,0.03
42230,0.2,0.56
42232,0.72,0.88
42233,0.21,0.34
42234,0.72,0.81
42235,0.09,0.35
42236,0.13,0.89
42240,0.05,0.84
42241,0.18,0.96
42242,0.07,0.45
42243,0.1,0.44
42244,0.2,0.28
42245,0.02,0.06
42246,0.23,0.37
42247,0.22,0.08
42248,0.18,0.54
42249,0.1,0.72
42250,0.18,0.3
42251,0.21,0.72
42252,0.02,0.57
42253,0.79,0.94
42254,0.14,0.55
42256,0.2,0.62
42257,0.11,0.14
42259,0.08,0.17
42260,0.45,0.68
42262,0.01,0.04
42263,0.22,0.79
42264,0.09,0.18
42265,0.05,0.36
42266,0.05,0.23
42267,0.21,0.77
42268,0.23,0.47
42270,0.11,0.33
42271,0.42,0.53
42272,0.08,0.07
42273,0.07,0.36
42274,0.09,0.35
42275,0.72,0.8
42276,0.1,0.67
42277,0.01,0.02
42278,0.05,0.09
42279,0.13,0.09
42280,0.16,0.57
42281,0.01,0.04
42282,0.13,0.28
42283,0.23,0.57
42284,0.04,0.1
42285,0.23,0.6
42286,0.12,0.1
42288,0.05,0.17
42289,0.1,0.38
42290,0.06,0.25
42291,0.11,0.21
42292,0.17,0.78
42293,0.19,0.39
42295,0.03,0.57
42296,0.21,0.73
42297,0.08,0.18
42298,0.05,0.52
42299,0.47,0.34
42300,0.09,0.29
42301,0.39,0.05
42302,0.18,0.26
42303,0.4,0.82
42304,0.1,0.21
42305,0.38,0.89
42306,0.04,0.16
42307,0.81,0.96
42308,0.09,0.1
42309,0.08,0.61
42310,0.02,0.07
42311,0.13,0.8
42312,0.42,0.54
42313,0.13,0.64
42314,0.09,0.28
42315,0.07,0.25
42316,0.02,0.51
42317,0.44,0.7
42318,0.17,0.34
42319,0.08,0.18
42320,0.04,0.36
42321,0.82,0.81
42322,0.15,0.67
42323,0.13,0.26
42324,0.1,0.07
42325,0.56,0.2
42326,0.12,0.21
42327,0.04,0.04
42328,0.05,0.77
42329,0.34,0.97
42330,0.07,0.22
42331,0.02,0.43
42332,0.14,0.1
42333,0.11,0.83
42334,0.73,0.94
42336,0.04,0.6
42337,0.08,0.33
42340,0.19,0.28
42341,0.28,0.5
42342,0.02,0.06
42343,0.16,0.67
42344,0.18,0.86
42345,0.1,0.58
42346,0.25,0.7
42349,0.1,0.89
42350,0.24,0.86
42351,0.91,0.97
42352,0.1,0.58
42353,0.89,0.95
42354,0.79,0.88
42355,0.06,0.71
42356,0.09,0.34
42357,0.04,0.17
42358,0.05,0.17
42359,0.46,0.59
42360,0.8,0.71
42361,0.12,0.37
42362,0.4,0.61
42364,0.09,0.22
42365,0.4,0.79
42367,0.39,0.34
42368,0.65,0.74
42369,0.36,0.63
42370,0.11,0.52
42371,0.4,0.66
42372,0.4,0.44
42374,0.02,0.65
42375,0.06,0.19
42376,0.18,0.06
42377,0.02,0.09
42379,0.09,0.87
42380,0.05,0.17
42381,0.12,0.22
42382,0.17,0.34
42383,0.21,0.47
42384,0.4,0.93
42385,0.16,0.64
42386,0.11,0.61
42387,0.1,0.26
42388,0.5,0.74
42389,0.11,0.27
42391,0.11,0.27
42392,0.07,0.18
42393,0.44,0.74
42394,0.09,0.65
42396,0.05,0.11
42397,0.03,0.14
42398,0.08,0.3
42401,0.08,0.16
42402,0.09,0.8
42403,0.19,0.53
42404,0.12,0.8
42405,0.2,0.7
42406,0.07,0.92
42407,0.2,0.46
42408,0.02,0.13
42409,0.21,0.71
42410,0.4,0.91
42411,0.03,0.5
42412,0.56,0.81
42413,0.12,0.22
42414,0.03,0.24
42415,0.07,0.14
42417,0.03,0.09
42418,0.06,0.4
42419,0.17,0.23
42421,0.06,0.25
42422,0.07,0.06
42423,0.04,0.14
42424,0.05,0.26
42425,0.07,0.21
42426,0.13,0.27
42427,0.11,0.41
42428,0.09,0.41
42429,0.02,0.07
42430,0.51,0.67
42431,0.43,0.87
42432,0.03,0.22
42434,0.09,0.45
42435,0.06,0.21
42436,0.05,0.06
42437,0.02,0.09
42438,0.57,0.48
42439,0.92,0.98
42440,0.36,0.41
42442,0.14,0.84
42443,0.14,0.12
42444,0.27,0.93
42445,0.02,0.03
42446,0.16,0.47
42447,0.14,0.64
42448,0.02,0.38
42449,0.07,0.02
42450,0.2,0.81
42451,0.05,0.29
42452,0.07,0.94
42453,0.04,0.07
42456,0.19,0.56
42457,0.11,0.16
42460,0.36,0.92
42461,0.31,0.21
42462,0.76,0.91
42463,0.29,0.54
42464,0.35,0.59
42465,0.12,0.36
42466,0.12,0.81
42467,0.07,0.88
42469,0.14,0.22
42470,0.74,0.87
42472,0.09,0.38
42473,0.42,0.7
42474,0.07,0.66
42475,0.64,0.98
42476,0.06,0.87
42477,0.32,0.82
42478,0.01,0.03
42479,0.23,0.46
42480,0.4,0.71
42481,0.04,0.41
42482,0.05,0.33
42483,0.77,0.71
42484,0.03,0.32
42485,0.02,0.07
42486,0.87,0.92
42487,0.19,0.66
42488,0.11,0.1
42489,0.77,0.96
42490,0.02,0.32
42491,0.15,0.8
42492,0.2,0.46
42493,0.08,0.88
42494,0.23,0.79
42495,0.31,0.71
42496,0.54,0.88
42497,0.14,0.25
42498,0.33,0.81
42499,0.05,0.5
42500,0.1,0.18
42501,0.22,0.8
42502,0.13,0.18
42503,0.05,0.17
42504,0.08,0.07
42505,0.12,0.34
42506,0.04,0.2
42507,0.12,0.52
42508,0.25,0.38
42509,0.1,0.26
42510,0.13,0.66
42511,0.31,0.51
42512,0.36,0.8
42513,0.09,0.14
42514,0.15,0.68
42515,0.62,0.49
42516,0.09,0.2
42517,0.18,0.61
42518,0.18,0.11
42519,0.09,0.17
42520,0.24,0.6
42521,0.1,0.45
42523,0.77,0.97
42524,0.14,0.36
42525,0.7,0.96
42526,0.03,0.1
42527,0.29,0.72
42528,0.14,0.22
42529,0.45,0.56
42530,0.06,0.75
42531,0.11,0.12
42532,0.09,0.05
42533,0.02,0.12
42535,0.55,0.86
42536,0.04,0.04
42537,0.1,0.16
42538,0.07,0.26
42539,0.36,0.48
42541,0.09,0.95
42543,0.05,0.13
42544,0.08,0.06
42545,0.12,0.09
42546,0.09,0.15
42547,0.19,0.51
42548,0.06,0.47
42549,0.05,0.43
42550,0.59,0.84
42551,0.47,0.72
42553,0.82,0.96
42555,0.65,0.81
42556,0.26,0.87
42558,0.27,0.51
42559,0.09,0.42
42560,0.12,0.77
42561,0.39,0.67
42562,0.23,0.22
42563,0.31,0.54
42564,0.04,0.11
42566,0.1,0.83
42567,0.15,0.84
42568,0.18,0.5
42569,0.7,0.67
42570,0.1,0.06
42572,0.07,0.39
42573,0.18,0.21
42574,0.09,0.51
42575,0.15,0.47
42577,0.07,0.22
42578,0.6,0.88
42579,0.08,0.53
42580,0.1,0.21
42581,0.32,0.55
42582,0.1,0.08
42583,0.73,0.96
42584,0.03,0.4
42585,0.2,0.26
42586,0.41,0.56
42587,0.02,0.07
42588,0.13,0.07
42590,0.71,0.92
42591,0.18,0.82
42592,0.05,0.77
42593,0.3,0.52
42594,0.08,0.22
42595,0.07,0.56
42596,0.08,0.17
42597,0.18,0.17
42598,0.35,0.18
42599,0.1,0.13
42600,0.14,0.71
42601,0.38,0.09
42602,0.59,0.81
42603,0.62,0.74
42604,0.28,0.37
42605,0.13,0.57
42606,0.13,0.66
42607,0.33,0.55
42608,0.17,0.34
42609,0.29,0.36
42610,0.01,0.9
42611,0.74,0.89
42612,0.1,0.69
42613,0.07,0.04
42614,0.14,0.27
42615,0.05,0.24
42617,0.15,0.24
42618,0.05,0.7
42620,0.08,0.18
42622,0.18,0.04
42623,0.13,0.36
42624,0.13,0.55
42625,0.06,0.32
42626,0.73,0.91
42627,0.19,0.43
42628,0.27,0.26
42629,0.63,0.21
42630,0.08,0.1
42631,0.21,0.86
42632,0.07,0.36
42633,0.07,0.14
42635,0.22,0.47
42636,0.76,0.8
42638,0.44,0.52
42639,0.02,0.65
42640,0.02,0.1
42641,0.23,0.43
42642,0.07,0.02
42643,0.39,0.4
42645,0.09,0.5
42647,0.09,0.84
42648,0.15,0.25
42649,0.06,0.22
42650,0.11,0.71
42651,0.42,0.22
42652,0.41,0.68
42653,0.36,0.09
42654,0.75,0.96
42655,0.02,0.17
42656,0.14,0.18
42658,0.05,0.06
42659,0.08,0.63
42660,0.43,0.97
42661,0.14,0.34
42662,0.03,0.17
42663,0.07,0.44
42664,0.57,0.63
42665,0.07,0.79
42666,0.18,0.55
42667,0.55,0.93
42668,0.13,0.26
42669,0.08,0.04
42670,0.08,0.42
42671,0.1,0.48
42672,0.72,0.58
42673,0.81,0.88
42674,0.17,0.79
42675,0.13,0.28
42676,0.03,0.08
42677,0.06,0.44
42678,0.05,0.32
42679,0.06,0.1
42680,0.25,0.42
42681,0.03,0.11
42683,0.2,0.52
42684,0.31,0.86
42686,0.52,0.91
42687,0.79,0.95
42688,0.16,0.66
42689,0.87,0.95
42690,0.01,0.03
42692,0.12,0.29
42693,0.36,0.61
42695,0.02,0.16
42696,0.11,0.3
42697,0.06,0.15
42698,0.66,0.8
42699,0.14,0.34
42701,0.15,0.96
42702,0.08,0.22
42703,0.04,0.05
42704,0.18,0.79
42705,0.03,0.08
42706,0.34,0.27
42707,0.07,0.04
42708,0.08,0.76
42709,0.22,0.4
42710,0.01,0.09
42711,0.05,0.25
42712,0.1,0.26
42713,0.15,0.91
42714,0.1,0.79
42715,0.04,0.32
42716,0.11,0.49
42717,0.18,0.16
42718,0.32,0.92
42720,0.63,0.8
42721,0.07,0.21
42722,0.36,0.84
42723,0.17,0.44
42726,0.11,0.26
42727,0.12,0.58
42728,0.11,0.32
42729,0.18,0.68
42730,0.11,0.74
42731,0.24,0.46
42732,0.06,0.29
42734,0.2,0.45
42735,0.14,0.73
42736,0.56,0.22
42737,0.12,0.1
42738,0.08,0.65
42740,0.17,0.33
42741,0.27,0.63
42742,0.07,0.27
42743,0.08,0.18
42744,0.02,0.04
42745,0.11,0.47
42746,0.08,0.17
42748,0.07,0.24
42749,0.43,0.83
42750,0.09,0.24
42751,0.05,0.42
42752,0.01,0.44
42753,0.2,0.31
42754,0.11,0.22
42757,0.21,0.38
42758,0.02,0.1
42759,0.17,0.43
42760,0.09,0.32
42761,0.43,0.5
42762,0.11,0.32
42763,0.09,0.66
42764,0.16,0.33
42765,0.02,0.03
42766,0.1,0.59
42768,0.1,0.32
42769,0.07,0.29
42770,0.05,0.25
42771,0.1,0.17
42772,0.38,0.71
42773,0.09,0.29
42774,0.1,0.25
42775,0.31,0.22
42776,0.01,0.07
42777,0.6,0.8
42778,0.19,0.47
42779,0.17,0.56
42780,0.07,0.46
42781,0.06,0.8
42782,0.11,0.89
42783,0.75,0.91
42785,0.07,0.94
42786,0.09,0.33
42787,0.31,0.96
42790,0.04,0.05
42791,0.09,0.14
42792,0.11,0.27
42793,0.37,0.74
42794,0.14,0.22
42795,0.02,0.05
42796,0.65,0.76
42797,0.27,0.42
42798,0.09,0.4
42799,0.03,0.27
42800,0.19,0.7
42801,0.09,0.17
42802,0.12,0.32
42803,0.29,0.72
42804,0.15,0.81
42805,0.08,0.69
42806,0.29,0.91
42807,0.09,0.22
42808,0.12,0.22
42809,0.2,0.32
42810,0.03,0.09
42811,0.08,0.1
42812,0.5,0.79
42813,0.22,0.91
42814,0.03,0.08
42815,0.21,0.47
42816,0.02,0.04
42817,0.34,0.21
42818,0.19,0.24
42820,0.08,0.37
42821,0.74,0.93
42822,0.14,0.38
42823,0.08,0.23
42824,0.94,0.98
42825,0.06,0.85
42826,0.79,0.5
42827,0.23,0.26
42829,0.11,0.27
42830,0.45,0.33
42831,0.21,0.72
42832,0.77,0.91
42833,0.69,0.9
42834,0.07,0.96
42835,0.33,0.43
42836,0.01,0.02
42837,0.11,0.91
42838,0.76,0.69
42839,0.8,0.9
42840,0.06,0.53
42841,0.11,0.72
42842,0.56,0.9
42843,0.1,0.59
42844,0.16,0.37
42845,0.43,0.68
42846,0.1,0.91
42847,0.09,0.25
42848,0.03,0.74
42849,0.02,0.04
42850,0.19,0.65
42851,0.03,0.05
42852,0.09,0.31
42853,0.06,0.67
42854,0.6,0.45
42855,0.09,0.84
42856,0.11,0.09
42857,0.22,0.75
42858,0.18,0.51
42859,0.01,0.02
42860,0.11,0.58
42861,0.03,0.59
42862,0.11,0.21
42863,0.07,0.64
42865,0.06,0.25
42866,0.07,0.28
42867,0.3,0.53
42868,0.2,0.31
42869,0.19,0.51
42870,0.07,0.68
42871,0.9,0.92
42872,0.11,0.9
42873,0.05,0.39
42874,0.17,0.06
42875,0.05,0.71
42876,0.19,0.15
42878,0.16,0.66
42879,0.17,0.37
42880,0.82,0.96
42881,0.06,0.66
42882,0.11,0.4
42883,0.17,0.17
42884,0.21,0.18
42885,0.26,0.68
42886,0.42,0.76
42887,0.06,0.33
42888,0.14,0.29
42890,0.5,0.64
42891,0.18,0.47
42892,0.23,0.32
42893,0.06,0.68
42895,0.03,0.17
42896,0.09,0.23
42897,0.26,0.83
42898,0.29,0.56
42899,0.13,0.29
42900,0.11,0.74
42901,0.39,0.55
42902,0.48,0.7
42904,0.07,0.36
42905,0.28,0.71
42906,0.11,0.38
42908,0.48,0.83
42909,0.15,0.63
42910,0.38,0.96
42911,0.91,0.94
42912,0.44,0.04
42913,0.14,0.19
42914,0.17,0.91
42915,0.74,0.91
42917,0.02,0.08
42918,0.19,0.27
42920,0.1,0.7
42922,0.4,0.66
42923,0.11,0.88
42924,0.09,0.2
42925,0.08,0.33
42926,0.41,0.52
42927,0.08,0.15
42928,0.14,0.33
42929,0.13,0.52
42930,0.3,0.83
42931,0.63,0.66
42932,0.13,0.77
42933,0.18,0.35
